# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down
56,1776202883.4517593,179200,-1.2509796619415283,0.4045373797416687,1.2391539812088013,0.5859823226928711,1.2490959167480469,0.8083240985870361
57,1776202884.736446,182400,-1.2509796619415283,0.4045373797416687,1.2391539812088013,0.5859823226928711,1.2546700239181519,0.40805748105049133
58,1776202885.9096913,185600,-1.2509796619415283,0.4045373797416687,1.2550357580184937,1.2223442792892456,1.2546700239181519,0.40805748105049133
59,1776202887.760838,188800,-1.2509796619415283,0.4045373797416687,1.2636793851852417,0.4491718113422394,1.2546700239181519,0.40805748105049133
60,1776202890.542715,192000,-1.2597321271896362,1.1137559413909912,1.2636793851852417,0.4491718113422394,1.2546700239181519,0.40805748105049133
61,1776202891.2080538,195200,-1.2597321271896362,1.1137559413909912,1.2636793851852417,0.4491718113422394,1.26163649559021,1.0398738384246826
62,1776202893.242692,198400,-1.2637461423873901,0.9879087805747986,1.2636793851852417,0.4491718113422394,1.26163649559021,1.0398738384246826
63,1776202894.0581827,201600,-1.2637461423873901,0.9879087805747986,1.2636793851852417,0.4491718113422394,1.2641563415527344,0.9923481345176697
64,1776202894.9936893,204800,-1.2637461423873901,0.9879087805747986,1.2672197818756104,0.5827571153640747,1.2641563415527344,0.9923481345176697
# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down
0,1776203242.6715918,0,0.006451612804085016,2.6878209114074707,0,0,0,0
1,1776203242.6885228,3200,-0.08651778846979141,2.4965875148773193,0,0,0,0
2,1776203242.9933062,6400,-0.08651778846979141,2.4965875148773193,0.11180124431848526,2.4891881942749023,0,0
3,1776203243.2379317,9600,-0.08651778846979141,2.4965875148773193,0.09911049902439117,2.4086241722106934,0,0
4,1776203243.2602808,12800,-0.08651778846979141,2.4965875148773193,0.09911049902439117,2.4086241722106934,0.11320754140615463,2.3743441104888916
5,1776203243.5680747,16000,-0.08651778846979141,2.4965875148773193,0.09911049902439117,2.4086241722106934,0.11074389517307281,2.4654741287231445
6,1776203250.9667354,19200,-0.26518404483795166,2.091195583343506,0.09911049902439117,2.4086241722106934,0.11074389517307281,2.4654741287231445
7,1776203251.4059625,22400,-0.31809335947036743,1.9518293142318726,0.09911049902439117,2.4086241722106934,0.11074389517307281,2.4654741287231445
8,1776203251.8100486,25600,-0.31809335947036743,1.9518293142318726,0.2605181336402893,2.2837417125701904,0.11074389517307281,2.4654741287231445
9,1776203252.294071,28800,-0.31809335947036743,1.9518293142318726,0.2605181336402893,2.2837417125701904,0.2655504047870636,2.016284465789795
10,1776203252.336918,32000,-0.31809335947036743,1.9518293142318726,0.2605181336402893,2.2837417125701904,0.336983323097229,2.101917266845703
11,1776203252.8256826,35200,-0.31809335947036743,1.9518293142318726,0.3380167782306671,1.9493595361709595,0.336983323097229,2.101917266845703
12,1776203259.7560651,38400,-0.48252344131469727,2.046325445175171,0.3380167782306671,1.9493595361709595,0.336983323097229,2.101917266845703
13,1776203260.5377886,41600,-0.48252344131469727,2.046325445175171,0.3380167782306671,1.9493595361709595,0.5047382116317749,2.022918462753296
14,1776203261.408155,44800,-0.5452522039413452,2.007870674133301,0.3380167782306671,1.9493595361709595,0.5047382116317749,2.022918462753296
15,1776203261.4804,48000,-0.5452522039413452,2.007870674133301,0.4996531903743744,2.155700445175171,0.5047382116317749,2.022918462753296
16,1776203262.2190049,51200,-0.5452522039413452,2.007870674133301,0.4996531903743744,2.155700445175171,0.5620293021202087,2.303272247314453
17,1776203262.7338352,54400,-0.5452522039413452,2.007870674133301,0.5754253268241882,1.8975179195404053,0.5620293021202087,2.303272247314453
18,1776203270.2803407,57600,-0.6386297345161438,1.7274733781814575,0.5754253268241882,1.8975179195404053,0.5620293021202087,2.303272247314453
19,1776203270.8284485,60800,-0.7216387987136841,0.800072431564331,0.5754253268241882,1.8975179195404053,0.5620293021202087,2.303272247314453
20,1776203271.1020577,64000,-0.7216387987136841,0.800072431564331,0.5754253268241882,1.8975179195404053,0.6457895636558533,1.552441954612732
21,1776203271.6347888,67200,-0.7216387987136841,0.800072431564331,0.5754253268241882,1.8975179195404053,0.7317325472831726,1.07411527633667
22,1776203272.0106692,70400,-0.7216387987136841,0.800072431564331,0.6596350073814392,1.3407589197158813,0.7317325472831726,1.07411527633667
23,1776203272.7175465,73600,-0.7216387987136841,0.800072431564331,0.744706392288208,0.9107770919799805,0.7317325472831726,1.07411527633667
24,1776203279.954991,76800,-0.8021903038024902,1.0054230690002441,0.744706392288208,0.9107770919799805,0.7317325472831726,1.07411527633667
25,1776203280.6264265,80000,-0.8581215143203735,1.2717678546905518,0.744706392288208,0.9107770919799805,0.7317325472831726,1.07411527633667
26,1776203280.6426742,83200,-0.8581215143203735,1.2717678546905518,0.744706392288208,0.9107770919799805,0.8125330805778503,1.040026068687439
